"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"fear they might [[have]] intellectual [[property]] [[issues]] about donating coordinates to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current location being a good example","fear they might [[enjoy]] intellectual [[royalist]] [[matters]] about donating coordinates to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current location being a good example",0.0010281801223754883,0.7168419361114502,0,1,0,119,"Successful"
"we are a [[faggot]] [[like]] the hadfield","we are a [[faggots]] [[iike]] the hadfield",0.00214308500289917,0.0065659284591674805,1,1,1,9,"Failed"
"you guys did not put up much of a fight in tigris the fall of the dash is on an [[accelerating]] curve islam","you guys did not put up much of a fight in tigris the fall of the dash is on an [[hurrying]] curve islam",0.1718074083328247,0.9702867865562439,0,1,0,41,"Successful"
"think how it fuck you","think how it fuck you",0.006410360336303711,0.006410360336303711,1,1,1,3,"Failed"
"ok then at least i do [[non]] like [[fiddling]] boys corresponding you do bitch","ok then at least i do [[nope]] like [[fiddles]] boys corresponding you do bitch",0.011883020401000977,0.9512302279472351,1,0,1,20,"Successful"
"[[okay]] a [[cross]] quote from the bible for [[fuck]] is uses are not the [[penis]] connotation usually connected to [[masturbation]] but the case of [[fuck]] or [[fuck]] your is [[invoked]] to incite additional [[disgust]] or [[further]] anger or outrage for example that if or you that is a bit worse than saying is not [[taking]] a [[good]] [[mate]] [[come]] back just put it all up and quit being a [[douche]]","[[ok]] a [[passage]] quote from the bible for [[frakking]] is uses are not the [[stroking]] connotation usually connected to [[wanking]] but the case of [[goddamn]] or [[bitch]] your is [[noted]] to incite additional [[rancour]] or [[anew]] anger or outrage for example that if or you that is a bit worse than saying is not [[picks]] a [[guten]] [[homie]] [[viens]] back just put it all up and quit being a [[jerk]]",0.005071043968200684,0.5011590719223022,1,0,1,475,"Successful"
"i am [[decent]] at [[editing]] no [[worries]]","i am [[befitting]] at [[edits]] no [[worry]]",0.0011824965476989746,0.006924748420715332,0,0,0,13,"Failed"
"i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[bitch]]","i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[fucking]]",0.1148601770401001,0.5403085947036743,0,1,0,53,"Successful"
"[[go]] [[fuck]] your ego wiki admins","[[will]] [[damn]] your ego wiki admins",0.20336425304412842,0.7270122766494751,1,0,1,25,"Successful"
"please does not invent an on my side louisphilippecharles has not [[attacked]] anyone indeed and i have not [[attacked]] him it is obvious wpor is very [[clear]] users cannot [[conclude]] anything from sources if the source does not clearly say that i have made available wiki policies which say that your texts cannot be used as sources when it comes to this matter because they do not [[address]] the matter both the spanish and the italian wikipedia translate there is no reason to refer to him as and not refer to anne of austria as ana the austria or anne d auricle wink or smirk","please does not invent an on my side louisphilippecharles has not [[bombardments]] anyone indeed and i have not [[assaulted]] him it is obvious wpor is very [[unequivocally]] users cannot [[shutting]] anything from sources if the source does not clearly say that i have made available wiki policies which say that your texts cannot be used as sources when it comes to this matter because they do not [[handled]] the matter both the spanish and the italian wikipedia translate there is no reason to refer to him as and not refer to anne of austria as ana the austria or anne d auricle wink or smirk",0.0020609498023986816,0.5962477922439575,0,1,0,215,"Successful"
"[[g]] men love dicks [[cause]] that [[goes]] why they [[sleep]] when","[[gs]] men love dicks [[motif]] that [[is]] why they [[slumber]] when",0.0025120973587036133,0.719662070274353,1,0,1,83,"Successful"
"[[head]] heads are a [[failure]]","[[comandante]] heads are a [[fail]]",0.011213541030883789,0.32724398374557495,1,1,1,13,"Failed"
"moscow the sun is [[probably]] a [[plague]] [[does]] russia the [[terrible]]","moscow the sun is [[evidently]] a [[fever]] [[gets]] russia the [[dreaded]]",0.0038774609565734863,0.9022022485733032,1,0,1,115,"Successful"
"he is a jew someone put in the [[appropriate]] category please","he is a jew someone put in the [[proper]] category please",0.37809044122695923,0.7929425239562988,0,1,0,41,"Successful"
"the background section already [[links]] to that [[article]] as cited in further reading when i [[added]] it i [[thought]] it s [[best]] to just [[cite]] it as [[further]] [[reading]] rather than include [[every]] single [[detail]] from it into this article it is not what one would [[call]] balanced material","the background section already [[reliant]] to that [[paragraphs]] as cited in further reading when i [[extra]] it i [[imagining]] it s [[most]] to just [[said]] it as [[extra]] [[reader]] rather than include [[all]] single [[thoroughness]] from it into this article it is not what one would [[phoning]] balanced material",0.0008310079574584961,0.6277589797973633,0,1,0,215,"Successful"
"islam supporting [[muslims]] is just a [[fucking]] joke","islam supporting [[moslems]] is just a [[gorram]] joke",0.020422160625457764,0.7868887782096863,1,0,1,47,"Successful"
"omg did you see that almost [[victim]] [[throw]] a prospect to [[scud]] the [[incompetent]] criminal with a [[gas]] pedal whatever [[need]] [[better]] gun [[control]] [[natural]] [[law]]","omg did you see that almost [[vics]] [[throwing]] a prospect to [[katyusha]] the [[capable]] criminal with a [[gaz]] pedal whatever [[gotta]] [[bestest]] gun [[oversees]] [[inborn]] [[lege]]",0.002591073513031006,0.5522904396057129,1,0,1,244,"Successful"
"other that the fact that the initial see zoe ethics [[claims]] were patently not true from the beginning tripod also known as the red pen of doom","other that the fact that the initial see zoe ethics [[pretensions]] were patently not true from the beginning tripod also known as the red pen of doom",0.009428143501281738,0.8335318565368652,0,1,0,63,"Successful"
"are you still talking shaking my head bitch i do not [[give]] a fuck what you are shut the fuck up talking to you just going around circles","are you still talking shaking my head bitch i do not [[make]] a fuck what you are shut the fuck up talking to you just going around circles",0.06393349170684814,0.6672785878181458,0,1,0,52,"Successful"
"it what a slut disturbing to read that the swedish foreign [[minister]] what a slut stabbed today","it what a slut disturbing to read that the swedish foreign [[preside]] what a slut stabbed today",0.01490086317062378,0.7118552327156067,0,1,0,36,"Successful"
"references your recent [[edits]] to aston railway station [[have]] mostly been [[referenced]] [[thanks]] for that this is good practice but could you please address the relevant [[page]] [[numbers]] [[see]] wikipediaciting sources for more information","references your recent [[changing]] to aston railway station [[do]] mostly been [[avowed]] [[owing]] for that this is good practice but could you please address the relevant [[front]] [[behalf]] [[hear]] wikipediaciting sources for more information",0.0010097622871398926,0.5414539575576782,0,1,0,228,"Successful"
"i [[moved]] your question to talk mongoloid i hope that someone there can help you with it","i [[went]] your question to talk mongoloid i hope that someone there can help you with it",0.0019434094429016113,0.9753386974334717,0,1,0,49,"Successful"
"you are [[seriously]] a [[dick]] [[feel]] free to download [[delete]] my [[wikipedia]] [[email]] [[account]] i i don't [[care]] i cannot believe you it did not even [[give]] me there a [[chance]] to [[edit]] my [[new]] article you [[removed]] it [[literally]] 30 minutes behind after i [[originally]] only [[posted]] it [[penis]] move [[suck]] it","you are [[intensely]] a [[hunk]] [[scent]] free to download [[eradicated]] my [[wiki]] [[mailroom]] [[cont]] i i don't [[benevolent]] i cannot believe you it did not even [[enable]] me there a [[option]] to [[amend]] my [[innovative]] article you [[countermanded]] it [[almost]] 30 minutes behind after i [[initially]] only [[earmarked]] it [[stroking]] move [[cumming]] it",0.001996457576751709,0.024316489696502686,1,1,1,543,"Failed"
"[[wow]] then [[m]] like t [[scared]] as your worst but [[ha]]","[[phew]] then [[mln]] like t [[affraid]] as your worst but [[haya]]",0.006981849670410156,0.3721134066581726,1,1,1,95,"Failed"
"dalek i ve finally finished [[updating]] and polishing all the citations in dale and i have made a [[start]] on trimming the trivia and rewriting the sections which used to [[be]] full of one [[sentence]] paragraphs most [[notably]] the music section could you take a [[look]] at the article and [[let]] me know how it is looking to you and what if anything still needs work to get it through far thanks talk cont ribs","dalek i ve finally finished [[newer]] and polishing all the citations in dale and i have made a [[cranking]] on trimming the trivia and rewriting the sections which used to [[represented]] full of one [[chastisement]] paragraphs most [[extremely]] the music section could you take a [[heed]] at the article and [[going]] me know how it is looking to you and what if anything still needs work to get it through far thanks talk cont ribs",0.0010824203491210938,0.6854792833328247,0,1,0,260,"Successful"
"[[pa]] sto it [[happens]] [[policies]] cuba bone secular","[[pennsylvania]] sto it [[happening]] [[strategies]] cuba bone secular",0.03041064739227295,0.7535493969917297,1,0,1,38,"Successful"
"just [[got]] on twitter [[because]] of this video [[today]] [[imagine]] this i [[make]] a report on [[women]] [[yelling]] you [[names]] and how [[people]] are all [[liar]] and [[asshole]] you are without [[reason]] would you be [[angry]] of yourself you would be it s a [[hell]] with me you can [[fuck]] hard to get some rapefugee","just [[gotten]] on twitter [[as]] of this video [[mondays]] [[envision]] this i [[do]] a report on [[chicas]] [[hollering]] you [[nominated]] and how [[locals]] are all [[lurks]] and [[bucko]] you are without [[motivation]] would you be [[furious]] of yourself you would be it s a [[cathouse]] with me you can [[gorram]] hard to get some rapefugee",0.0028177499771118164,0.6545021533966064,1,0,1,536,"Successful"
"us specialized education [[administrators]] can even use a [[ton]] [[project]] of rethinking scot versus maga into rednationrising","us specialized education [[administrator]] can even use a [[votre]] [[drafts]] of rethinking scot versus maga into rednationrising",0.0038022398948669434,0.525611162185669,1,0,1,100,"Successful"
"the tesco [[advert]] is very diverse you can bet next time all the other [[supermarkets]] [[will]] be copying this strategy","the tesco [[heralded]] is very diverse you can bet next time all the other [[shopper]] [[va]] be copying this strategy",0.0029296875,0.8852894306182861,0,1,0,98,"Successful"
"blue collar roots adam s imdb mini biography says h is mom what a [[slut]] a sex [[therapist]] and his dad what a slut a while he did apparently have blue collar jobs if imdb is correct i think it is misleading to say he came from blue collar roots","blue collar roots adam s imdb mini biography says h is mom what a [[blackguard]] a sex [[counselors]] and his dad what a slut a while he did apparently have blue collar jobs if imdb is correct i think it is misleading to say he came from blue collar roots",0.00286257266998291,0.6235121488571167,0,1,0,101,"Successful"
"[[systemic]] violence is yet [[violence]] [[simply]] it should not be a surprise if you [[be]] [[disastrous]] they [[represent]] always [[love]] [[violent]]","[[methodical]] violence is yet [[muggings]] [[only]] it should not be a surprise if you [[are]] [[adverse]] they [[are]] always [[iike]] [[violence]]",0.0017278194427490234,0.5325863361358643,1,0,1,176,"Successful"
"perhaps four or five percent of all humans are [[driving]] the progress of our civilization the rest are supporting that civilization so that the bright ones can do their work","perhaps four or five percent of all humans are [[conduct]] the progress of our civilization the rest are supporting that civilization so that the bright ones can do their work",0.02316814661026001,0.634791374206543,0,1,0,36,"Successful"
"now the players [[need]] to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic","now the players [[needed]] to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic",0.38057106733322144,0.6354080438613892,0,1,0,67,"Successful"
"our policy if no reliable third party sources can be found on a topic then it [[should]] not [[have]] a [[separate]] article there is no well if there are never going to [[be]] third party sources then the article [[does]] not [[need]] them exceptions","our policy if no reliable third party sources can be found on a topic then it [[wished]] not [[enjoy]] a [[separately]] article there is no well if there are never going to [[coming]] third party sources then the article [[am]] not [[suffice]] them exceptions",0.0009211301803588867,0.6335184574127197,0,1,0,207,"Successful"
"[[shut]] the fuck you up you [[big]] dick [[dumb]] jim bitch [[fuck]] ass [[jack]] [[pussy]] i fucked nineteen year old wife nigga done","[[shutting]] the fuck you up you [[great]] dick [[imbecilic]] jim bitch [[merde]] ass [[jacques]] [[chicken]] i fucked nineteen year old wife nigga done",0.003939449787139893,0.5447530746459961,1,0,1,180,"Successful"
"[[cleaning]] woman are [[actually]] incapable of [[tangible]] love other than towards their children","[[rinsed]] woman are [[really]] incapable of [[substantive]] love other than towards their children",0.047746360301971436,0.5234509706497192,1,0,1,82,"Successful"
"lmao this is funny i i [[do]] not know if they would pay attention to ya though are the wwf board all jewish laugh out loud","lmao this is funny i i [[am]] not know if they would pay attention to ya though are the wwf board all jewish laugh out loud",0.07222700119018555,0.627047061920166,0,1,0,39,"Successful"
"there are a [[very]] lot ruder fades in this bay [[area]] [[today]] compared [[specifically]] with... where was i used to [[live]]","there are a [[exceedingly]] lot ruder fades in this bay [[parts]] [[yesterday]] compared [[accurately]] with... where was i used to [[vibrant]]",0.0017405152320861816,0.009135186672210693,1,1,1,228,"Failed"
"oh my god you have just [[reminded]] me when are they on","oh my god you have just [[reminiscent]] me when are they on",0.001543879508972168,0.6957288384437561,0,1,0,36,"Successful"
"what [[minutes]] [[sometimes]] i am not hoard lists and [[spending]] [[fucking]] hours [[make]] fuck all because no one loves me how many edits have you done [[countenance]] [[us]] remember you [[be]] [[so]] unintelligent and indeed [[pathetic]] you do not even use your own name","what [[mn]] [[generally]] i am not hoard lists and [[skip]] [[shit]] hours [[achieving]] fuck all because no one loves me how many edits have you done [[approves]] [[we]] remember you [[ai]] [[where]] unintelligent and indeed [[pitiable]] you do not even use your own name",0.0021933913230895996,0.6102294325828552,1,0,1,319,"Successful"
