"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"please does not invent an on my side louisphilippecharles has not [[attacked]] anyone indeed and i have not [[attacked]] him it is obvious wpor is very clear users cannot conclude anything from sources if the source does not clearly say that i have made available wiki policies which say that your texts cannot be used as sources when it comes to this matter because they do not address the matter both the spanish and the italian wikipedia translate there is no reason to [[refer]] to him as and not refer to anne of austria as ana the austria or anne d auricle wink or smirk","please does not invent an on my side louisphilippecharles has not [[bombardments]] anyone indeed and i have not [[assaulted]] him it is obvious wpor is very clear users cannot conclude anything from sources if the source does not clearly say that i have made available wiki policies which say that your texts cannot be used as sources when it comes to this matter because they do not address the matter both the spanish and the italian wikipedia translate there is no reason to [[commenting]] to him as and not refer to anne of austria as ana the austria or anne d auricle wink or smirk",0.0023679733276367188,0.6190495491027832,0,1,0,120,"Successful"
"g men love [[dicks]] [[cause]] that goes why they sleep when","g men love [[bitches]] [[aroused]] that goes why they sleep when",0.0013951659202575684,0.5561035871505737,1,0,1,90,"Successful"
"[[head]] heads are a [[failure]]","[[heads]] heads are a [[fail]]",0.031241893768310547,0.9371687173843384,1,0,1,11,"Successful"
"moscow the sun is [[probably]] a [[plague]] does russia the [[terrible]]","moscow the sun is [[evidently]] a [[pest]] does russia the [[dreaded]]",0.0030629634857177734,0.5589642524719238,1,0,1,89,"Successful"
"he is a jew someone put in the appropriate [[category]] please","he is a jew someone put in the appropriate [[class]] please",0.07370716333389282,0.8337336182594299,0,1,0,24,"Successful"
"the [[background]] section already links to that article as cited in further reading when i added it i thought it s best to just cite it as further reading [[rather]] than [[include]] [[every]] single [[detail]] from it into this article it is not what one would [[call]] balanced material","the [[fount]] section already links to that article as cited in further reading when i added it i thought it s best to just cite it as further reading [[very]] than [[understand]] [[all]] single [[exact]] from it into this article it is not what one would [[telephoned]] balanced material",0.0007860660552978516,0.538263201713562,0,1,0,166,"Successful"
"[[islam]] supporting muslims is just a fucking joke","[[muslims]] supporting muslims is just a fucking joke",0.03094017505645752,0.5174660682678223,1,0,1,12,"Successful"
"omg did you see that almost victim [[throw]] a prospect to scud the [[incompetent]] [[criminal]] with a gas pedal whatever [[need]] [[better]] gun [[control]] [[natural]] [[law]]","omg did you see that almost victim [[throwing]] a prospect to scud the [[clumsy]] [[perp]] with a gas pedal whatever [[essentials]] [[allright]] gun [[auditing]] [[inborn]] [[regs]]",0.0011963844299316406,0.6776074171066284,1,0,1,264,"Successful"
"other that the fact that the initial see zoe ethics [[claims]] were patently not true from the beginning tripod also known as the red pen of doom","other that the fact that the initial see zoe ethics [[pretensions]] were patently not true from the beginning tripod also known as the red pen of doom",0.003145754337310791,0.7019087076187134,0,1,0,63,"Successful"
"are you still talking shaking my head bitch i do not [[give]] a fuck what you are shut the fuck up talking to you just going around circles","are you still talking shaking my head bitch i do not [[make]] a fuck what you are shut the fuck up talking to you just going around circles",0.018746137619018555,0.6912194490432739,0,1,0,52,"Successful"
"it what a [[slut]] disturbing to read that the swedish foreign minister what a slut stabbed today","it what a [[skanky]] disturbing to read that the swedish foreign minister what a slut stabbed today",0.003625214099884033,0.9213808178901672,0,1,0,36,"Successful"
"references your recent [[edits]] to aston railway station [[have]] mostly been referenced thanks for that this is good [[practice]] but could you please [[address]] the relevant page numbers [[see]] wikipediaciting sources for more information","references your recent [[alter]] to aston railway station [[possessed]] mostly been referenced thanks for that this is good [[convenient]] but could you please [[addresses]] the relevant page numbers [[voir]] wikipediaciting sources for more information",0.0007077455520629883,0.5886743068695068,0,1,0,187,"Successful"
"i moved your question to talk mongoloid i hope that someone there can [[help]] you with it","i moved your question to talk mongoloid i hope that someone there can [[succour]] you with it",0.0023326873779296875,0.9884575009346008,0,1,0,43,"Successful"
"you are [[seriously]] a [[dick]] feel free to [[download]] [[delete]] my [[wikipedia]] [[email]] account i i don't care i cannot [[believe]] you it did not even give me there a [[chance]] to [[edit]] my [[new]] article you [[removed]] it [[literally]] 30 minutes behind after i [[originally]] only [[posted]] it [[penis]] move [[suck]] it","you are [[roundly]] a [[dipshit]] feel free to [[absolution]] [[deleted]] my [[wiki]] [[recieved]] account i i don't care i cannot [[recital]] you it did not even give me there a [[option]] to [[amend]] my [[recent]] article you [[countermanded]] it [[hardly]] 30 minutes behind after i [[initially]] only [[placed]] it [[weenie]] move [[sucking]] it",0.0009325146675109863,0.0013376474380493164,1,1,1,510,"Failed"
"wow then [[m]] like t [[scared]] as your worst but ha","wow then [[mln]] like t [[scares]] as your worst but ha",0.0022591352462768555,0.13313496112823486,1,1,1,100,"Failed"
"dalek i ve finally [[finished]] [[updating]] and [[polishing]] all the citations in dale and i have made a [[start]] on trimming the trivia and rewriting the sections which used to [[be]] full of one sentence paragraphs most [[notably]] the music section could you take a look at the article and let me know how it is looking to you and what if anything still [[needs]] work to get it through far thanks talk cont ribs","dalek i ve finally [[shutting]] [[newer]] and [[squeaking]] all the citations in dale and i have made a [[beginner]] on trimming the trivia and rewriting the sections which used to [[constitute]] full of one sentence paragraphs most [[extremely]] the music section could you take a look at the article and let me know how it is looking to you and what if anything still [[compelled]] work to get it through far thanks talk cont ribs",0.0008806586265563965,0.9441674947738647,0,1,0,221,"Successful"
"[[pa]] sto it happens policies cuba bone secular","[[pennsylvania]] sto it happens policies cuba bone secular",0.05681419372558594,0.7995412349700928,1,0,1,10,"Successful"
"just got on [[twitter]] because of this [[video]] [[today]] [[imagine]] this i [[make]] a report on [[women]] [[yelling]] you [[names]] and how [[people]] are all [[liar]] and [[asshole]] you are without [[reason]] would you be [[angry]] of yourself you would be it s a [[hell]] with me you can [[fuck]] [[hard]] to [[get]] some rapefugee","just got on [[youtube]] because of this [[clip]] [[domingos]] [[pondering]] this i [[doing]] a report on [[giri]] [[holler]] you [[name]] and how [[gens]] are all [[iie]] and [[bitch]] you are without [[motivation]] would you be [[furious]] of yourself you would be it s a [[cathouse]] with me you can [[shit]] [[tough]] to [[ai]] some rapefugee",0.0009917616844177246,0.547545313835144,1,0,1,558,"Successful"
"us specialized education [[administrators]] can even use a [[ton]] [[project]] of [[rethinking]] scot versus maga into rednationrising","us specialized education [[staffers]] can even use a [[votre]] [[drafts]] of [[revisions]] scot versus maga into rednationrising",0.001230776309967041,0.7412382960319519,1,0,1,135,"Successful"
"the tesco [[advert]] is very diverse you can bet next time all the other supermarkets will [[be]] copying this strategy","the tesco [[proclaim]] is very diverse you can bet next time all the other supermarkets will [[constitute]] copying this strategy",0.0011343955993652344,0.5861669778823853,0,1,0,74,"Successful"
"blue collar roots adam s imdb mini biography says h is mom what a [[slut]] a sex [[therapist]] and his dad what a [[slut]] a while he did apparently have blue collar jobs if imdb is correct i think it is misleading to say he came from blue collar roots","blue collar roots adam s imdb mini biography says h is mom what a [[skanky]] a sex [[psychotherapist]] and his dad what a [[hussy]] a while he did apparently have blue collar jobs if imdb is correct i think it is misleading to say he came from blue collar roots",0.0011345148086547852,0.5297266244888306,0,1,0,112,"Successful"
"[[systemic]] [[violence]] is yet [[violence]] [[simply]] it should not be a surprise if you [[be]] [[disastrous]] they [[represent]] [[always]] [[love]] [[violent]]","[[structured]] [[violent]] is yet [[onslaught]] [[only]] it should not be a surprise if you [[are]] [[adverse]] they [[are]] [[aina]] [[darlings]] [[extremes]]",0.000947415828704834,0.48041319847106934,1,1,1,322,"Failed"
"perhaps four or five percent of all humans are [[driving]] the progress of our civilization the rest are supporting that civilization so that the bright ones can do their work","perhaps four or five percent of all humans are [[automobiles]] the progress of our civilization the rest are supporting that civilization so that the bright ones can do their work",0.007607221603393555,0.5059876441955566,0,1,0,36,"Successful"
"now the [[players]] need to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic","now the [[player]] need to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic",0.08966064453125,0.8562785983085632,0,1,0,41,"Successful"
"our policy if no reliable third party sources can [[be]] found on a topic then it should not [[have]] a separate article there is no well if there are never going to [[be]] third party sources then the article [[does]] not need them exceptions","our policy if no reliable third party sources can [[become]] found on a topic then it should not [[obtains]] a separate article there is no well if there are never going to [[worden]] third party sources then the article [[gets]] not need them exceptions",0.0008988380432128906,0.556547999382019,0,1,0,134,"Successful"
"[[shut]] the fuck you up you big [[dick]] [[dumb]] [[jim]] bitch [[fuck]] ass [[jack]] pussy i fucked nineteen year old wife nigga done","[[nears]] the fuck you up you big [[queued]] [[imbecilic]] [[jamie]] bitch [[kissed]] ass [[jacques]] pussy i fucked nineteen year old wife nigga done",0.001371622085571289,0.8655705451965332,1,0,1,162,"Successful"
"[[cleaning]] woman are actually incapable of [[tangible]] love other than towards their children","[[rinsing]] woman are actually incapable of [[real]] love other than towards their children",0.008954823017120361,0.6245713233947754,1,0,1,52,"Successful"
"lmao this is funny i i do not know if they would pay [[attention]] to ya though are the wwf board all jewish laugh out loud","lmao this is funny i i do not know if they would pay [[heed]] to ya though are the wwf board all jewish laugh out loud",0.07170164585113525,0.5474520325660706,0,1,0,43,"Successful"
"there are a [[very]] [[lot]] ruder [[fades]] in this bay [[area]] [[today]] compared [[specifically]] with... where was i used to [[live]]","there are a [[perfectly]] [[much]] ruder [[subsides]] in this bay [[sector]] [[sonntag]] compared [[namely]] with... where was i used to [[livelihood]]",0.000849604606628418,0.001361072063446045,1,1,1,229,"Failed"
"oh my god you have just [[reminded]] me when are they on","oh my god you have just [[reminiscent]] me when are they on",0.001072227954864502,0.9742072820663452,0,1,0,36,"Successful"
"what [[minutes]] sometimes i am not [[hoard]] [[lists]] and [[spending]] [[fucking]] hours [[make]] fuck all [[because]] no one loves me how many edits have you done [[countenance]] [[us]] [[remember]] you [[be]] [[so]] unintelligent and indeed [[pathetic]] you do not even use your own [[name]]","what [[mn]] sometimes i am not [[lovelies]] [[slates]] and [[taxes]] [[sandbagged]] hours [[achieving]] fuck all [[since]] no one loves me how many edits have you done [[approves]] [[we]] [[rember]] you [[are]] [[similarly]] unintelligent and indeed [[pitiable]] you do not even use your own [[nom]]",0.0010679364204406738,0.5754867792129517,1,0,1,450,"Successful"
"is that watercress with the dessert [[mr]]","is that watercress with the dessert [[mister]]",0.240459144115448,0.5205643177032471,0,1,0,16,"Successful"
"there s always [[fighting]] in the gaza strip no offense but that is like saying detroit has a high crime rate it is not news however did not hamas kidnap two soldiers a [[month]] ago and [[hezbollah]] simply did a [[copycat]] attack in [[lebanon]] northern israel i am not one to normally be racist but that [[sounds]] like israel wants a [[justification]] for invading another sovereign nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france early on in world war two being a lebanese canadian this issue is of particular concern","there s always [[combatant]] in the gaza strip no offense but that is like saying detroit has a high crime rate it is not news however did not hamas kidnap two soldiers a [[mes]] ago and [[lebanon]] simply did a [[photocopy]] attack in [[palestinian]] northern israel i am not one to normally be racist but that [[noise]] like israel wants a [[substantiate]] for invading another sovereign nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france early on in world war two being a lebanese canadian this issue is of particular concern",0.0014037489891052246,0.59093177318573,0,1,0,187,"Successful"
