"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"until [[twitter]] [[provides]] us with a where are you to filter [[new]] [[accounts]] or [[provides]] a higher [[barrier]] to [[entry]] these are just [[words]] that mean little","until [[twitAter]] [[provEides]] us with a where are you to filter [[ew]] [[acocunts]] or [[proides]] a higher [[brrier]] to [[Wntry]] these are just [[Nords]] that mean little",0.00044339895248413086,0.8174149394035339,0,1,0,45,"Successful"
"clearly you were and are [[hopelessly]] as mistaken about yourself that not a much point going into doing it it is not rocket science it is an obvious one and necessary [[technology]] improvement you can disagree but not calling on it baiting is equally irrational","clearly you were and are [[hpoelessly]] as mistaken about yourself that not a much point going into doing it it is not rocket science it is an obvious one and necessary [[tqechnology]] improvement you can disagree but not calling on it baiting is equally irrational",0.030253171920776367,0.8084046840667725,1,0,1,31,"Successful"
"my friend had a horrible experience with letting out her flat the family obviously [[indians]] left it in a right state it what a slut full of rubbish and completely filthy i guess they should have expected it really","my friend had a horrible experience with letting out her flat the family obviously [[indinas]] left it in a right state it what a slut full of rubbish and completely filthy i guess they should have expected it really",0.006537795066833496,0.9366472959518433,1,0,1,24,"Successful"
"[[could]] you [[please]] contribute to the [[discussion]] in [[assyrian]] people before making [[mass]] [[edits]] i do not really have time to [[check]] all the edits you [[made]] but what [[strikes]] me the most is the claim that syrians [[share]] a common [[genetic]] heritage tattoo [[talk]]","[[cTuld]] you [[vlease]] contribute to the [[discqssion]] in [[assyian]] people before making [[maCss]] [[editT]] i do not really have time to [[checf]] all the edits you [[mad]] but what [[sZrikes]] me the most is the claim that syrians [[sare]] a common [[genetiVc]] heritage tattoo [[talBk]]",0.0003210306167602539,0.6506386995315552,0,1,0,72,"Successful"
"all have a small [[band]]","all have a small [[abnd]]",0.054576218128204346,0.9036257863044739,1,0,1,7,"Successful"
"[[maybe]] open [[immigration]] and allowing people in from developing countries where none do [[even]] understand [[life]] is up","[[maGbe]] open [[immigrtion]] and allowing people in from developing countries where none do [[een]] understand [[liTfe]] is up",0.0017542839050292969,0.7732980251312256,1,0,1,28,"Successful"
"our [[journalists]] watch isis burn a man in their [[cage]] and not [[respond]] at the [[original]] tired [[cliche]] on [[hijacking]] the [[religion]] there after all !","our [[journailsts]] watch isis burn a man in their [[cae]] and not [[rmespond]] at the [[origindl]] tired [[clicGhe]] on [[Zijacking]] the [[relgiion]] there after all !",0.00018209218978881836,0.0019624829292297363,1,1,1,61,"Failed"
"[[blogger]] [[hahahaha]]","[[blzogger]] [[hTahahaha]]",0.004358649253845215,0.9897863864898682,0,1,0,11,"Successful"
"[[description]] and this from from [[california]] [[maga]]","[[descrition]] and this from from [[californai]] [[mag]]",0.03749638795852661,0.6605685949325562,1,0,1,16,"Successful"
"wow [[wonderful]] work keep digging up academic [[sources]] and continue to re write","wow [[wonderyful]] work keep digging up academic [[sourOes]] and continue to re write",0.00033843517303466797,0.9641976952552795,0,1,0,18,"Successful"
"[[fear]] they [[might]] have [[intellectual]] [[property]] [[issues]] about [[donating]] coordinates to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current location being a good [[example]]","[[feWar]] they [[mjight]] have [[intelectual]] [[properQy]] [[issueFs]] about [[doating]] coordinates to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current location being a good [[xample]]",0.00026100873947143555,0.5993523597717285,0,1,0,48,"Successful"
"we are a [[faggot]] [[like]] the [[hadfield]]","we are a [[fagogt]] [[vike]] the [[hadield]]",0.00043147802352905273,0.08160984516143799,1,1,1,16,"Failed"
"[[think]] how it [[fuck]] you","[[tink]] how it [[fuk]] you",0.0005418658256530762,0.6068503260612488,1,0,1,11,"Successful"
"ok then at least i do [[non]] like fiddling [[boys]] [[corresponding]] you do bitch","ok then at least i do [[no]] like fiddling [[boIs]] [[correspoWnding]] you do bitch",0.0036262869834899902,0.9759835004806519,1,0,1,20,"Successful"
"[[okay]] a [[cross]] quote from the [[bible]] for [[fuck]] is [[uses]] are not the [[penis]] [[connotation]] [[usually]] [[connected]] to [[masturbation]] but the [[case]] of [[fuck]] or [[fuck]] your is [[invoked]] to incite additional [[disgust]] or further anger or outrage for example that if or you that is a [[bit]] worse than [[saying]] is not [[taking]] a good [[mate]] [[come]] [[back]] just put it all up and quit being a [[douche]]","[[oUkay]] a [[crsos]] quote from the [[biblK]] for [[fucxk]] is [[sues]] are not the [[pneis]] [[connotatiojn]] [[usualy]] [[connectea]] to [[masturbatIion]] but the [[cse]] of [[fukc]] or [[ufck]] your is [[iPnvoked]] to incite additional [[disgsut]] or further anger or outrage for example that if or you that is a [[bIit]] worse than [[asying]] is not [[takign]] a good [[mete]] [[cme]] [[bacj]] just put it all up and quit being a [[douhe]]",0.0006198883056640625,0.4072530269622803,1,1,1,134,"Failed"
"i am [[decent]] at [[editing]] no [[worries]]","i am [[deZent]] at [[euditing]] no [[worrXies]]",0.0005931854248046875,0.8519078493118286,0,1,0,16,"Successful"
"i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[bitch]]","i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[bich]]",0.02438342571258545,0.5861676335334778,0,1,0,15,"Successful"
"go [[fuck]] your [[ego]] [[wiki]] admins","go [[fck]] your [[eog]] [[wki]] admins",0.006233096122741699,0.6646022796630859,1,0,1,18,"Successful"
"please does not invent an on my side louisphilippecharles has not attacked anyone indeed and i have not attacked him it is [[obvious]] wpor is very [[clear]] users cannot conclude anything from [[sources]] if the source does not [[clearly]] say that i have made [[available]] wiki policies which [[say]] that your texts [[cannot]] be used as sources when it comes to this [[matter]] because they do not [[address]] the [[matter]] both the spanish and the [[italian]] wikipedia translate there is no [[reason]] to [[refer]] to him as and not [[refer]] to anne of austria as ana the austria or [[anne]] d auricle [[wink]] or smirk","please does not invent an on my side louisphilippecharles has not attacked anyone indeed and i have not attacked him it is [[obviols]] wpor is very [[cqear]] users cannot conclude anything from [[sourceI]] if the source does not [[clearTly]] say that i have made [[aailable]] wiki policies which [[sady]] that your texts [[canno]] be used as sources when it comes to this [[mattre]] because they do not [[addresZ]] the [[mater]] both the spanish and the [[italiXan]] wikipedia translate there is no [[reasown]] to [[rCfer]] to him as and not [[refe]] to anne of austria as ana the austria or [[nne]] d auricle [[win]] or smirk",0.0006030797958374023,0.5944253206253052,0,1,0,114,"Successful"
"g [[men]] love [[dicks]] cause that [[goes]] why they sleep when","g [[mej]] love [[Ticks]] cause that [[geos]] why they sleep when",0.0005367398262023926,0.9158986210823059,1,0,1,20,"Successful"
"[[head]] [[heads]] are a failure","[[heCd]] [[heids]] are a failure",0.00879812240600586,0.8900461196899414,1,0,1,12,"Successful"
"moscow the [[sun]] is [[probably]] a [[plague]] does russia the [[terrible]]","moscow the [[sn]] is [[probabyl]] a [[lague]] does russia the [[terrEble]]",0.002223193645477295,0.44728630781173706,1,1,1,30,"Failed"
"he is a jew someone put in the appropriate category [[please]]","he is a jew someone put in the appropriate category [[pltase]]",0.011727511882781982,0.8554591536521912,0,1,0,11,"Successful"
"the [[background]] [[section]] [[already]] [[links]] to that [[article]] as [[cited]] in further [[reading]] when i [[added]] it i [[thought]] it s [[best]] to just [[cite]] it as further [[reading]] [[rather]] than include [[every]] [[single]] [[detail]] from it into this [[article]] it is not what [[one]] would [[call]] [[balanced]] [[material]]","the [[backgrmund]] [[secton]] [[aready]] [[linkms]] to that [[articVle]] as [[ciRed]] in further [[raeding]] when i [[awdded]] it i [[thousht]] it s [[bes]] to just [[icte]] it as further [[reYading]] [[ratGher]] than include [[veery]] [[singlee]] [[dtail]] from it into this [[aAticle]] it is not what [[oen]] would [[all]] [[balanecd]] [[maerial]]",0.00027495622634887695,0.46343809366226196,0,0,0,114,"Failed"
"[[islam]] [[supporting]] [[muslims]] is just a [[fucking]] joke","[[islaLm]] [[supoprting]] [[musims]] is just a [[fucikng]] joke",0.00861746072769165,0.4480733275413513,1,1,1,26,"Failed"
"omg did you see that [[almost]] [[victim]] throw a [[prospect]] to scud the incompetent criminal with a gas pedal whatever need better gun [[control]] [[natural]] [[law]]","omg did you see that [[alost]] [[victm]] throw a [[prosepct]] to scud the incompetent criminal with a gas pedal whatever need better gun [[cotrol]] [[naturaOl]] [[lwa]]",0.0005422234535217285,0.5088309049606323,1,0,1,43,"Successful"
"other that the [[fact]] that the initial see zoe ethics [[claims]] were patently not true from the beginning tripod also known as the red [[pen]] of doom","other that the [[Nact]] that the initial see zoe ethics [[clamis]] were patently not true from the beginning tripod also known as the red [[puen]] of doom",0.0008535385131835938,0.9164926409721375,0,1,0,28,"Successful"
"are you still talking shaking my head bitch i do not [[give]] a fuck what you are shut the fuck up [[talking]] to you just going around circles","are you still talking shaking my head bitch i do not [[giXe]] a fuck what you are shut the fuck up [[alking]] to you just going around circles",0.001421213150024414,0.8689363598823547,0,1,0,22,"Successful"
"it what a [[slut]] [[disturbing]] to read that the swedish foreign [[minister]] what a slut stabbed today","it what a [[slugt]] [[diZturbing]] to read that the swedish foreign [[ministser]] what a slut stabbed today",0.0005053281784057617,0.9833306670188904,0,1,0,21,"Successful"
"[[references]] your [[recent]] [[edits]] to [[aston]] [[railway]] [[station]] have [[mostly]] been [[referenced]] [[thanks]] for that this is good [[practice]] but [[could]] you please [[address]] the [[relevant]] [[page]] [[numbers]] [[see]] [[wikipediaciting]] [[sources]] for more [[information]]","[[referecnes]] your [[jecent]] [[edidts]] to [[saton]] [[rCailway]] [[staZtion]] have [[mostyl]] been [[refcrenced]] [[thans]] for that this is good [[prctice]] but [[Ncould]] you please [[addKress]] the [[Grelevant]] [[paeg]] [[Lumbers]] [[se]] [[wikipediaciitng]] [[sourcef]] for more [[znformation]]",0.00022596120834350586,0.5733914375305176,0,1,0,96,"Successful"
"i [[moved]] your [[question]] to talk mongoloid i hope that someone there can help you with it","i [[moveE]] your [[quesaion]] to talk mongoloid i hope that someone there can help you with it",0.0007048845291137695,0.9895601272583008,0,1,0,16,"Successful"
"you are [[seriously]] a [[dick]] [[feel]] [[free]] to [[download]] [[delete]] my [[wikipedia]] [[email]] [[account]] i i don't [[care]] i cannot believe you it did not even give me there a [[chance]] to [[edit]] my new article you [[removed]] it [[literally]] 30 minutes [[behind]] after i [[originally]] only [[posted]] it [[penis]] move [[suck]] it","you are [[sreiously]] a [[dic]] [[efel]] [[frwee]] to [[Aownload]] [[elete]] my [[wiEkipedia]] [[emai]] [[accobunt]] i i don't [[carPe]] i cannot believe you it did not even give me there a [[hcance]] to [[ediMt]] my new article you [[remoevd]] it [[citerally]] 30 minutes [[behiLd]] after i [[origianlly]] only [[psoted]] it [[ppenis]] move [[sukc]] it",0.00015115737915039062,0.004643142223358154,1,1,1,138,"Failed"
"wow then m [[like]] t [[scared]] as your worst but [[ha]]","wow then m [[licke]] t [[sacred]] as your worst but [[ah]]",0.0015518665313720703,0.12612801790237427,1,1,1,26,"Failed"
"dalek i ve finally finished [[updating]] and [[polishing]] all the citations in dale and i have [[made]] a start on trimming the trivia and rewriting the sections which used to be full of [[one]] sentence paragraphs most [[notably]] the music section [[could]] you take a [[look]] at the article and [[let]] me [[know]] how it is [[looking]] to you and what if [[anything]] [[still]] [[needs]] [[work]] to get it through far [[thanks]] [[talk]] [[cont]] ribs","dalek i ve finally finished [[upating]] and [[polMshing]] all the citations in dale and i have [[madU]] a start on trimming the trivia and rewriting the sections which used to be full of [[oen]] sentence paragraphs most [[notalby]] the music section [[oculd]] you take a [[olok]] at the article and [[elt]] me [[kNow]] how it is [[oloking]] to you and what if [[naything]] [[sKill]] [[need]] [[worU]] to get it through far [[thXnks]] [[tak]] [[conP]] ribs",0.0003122091293334961,0.6688250303268433,0,1,0,115,"Successful"
"[[pa]] sto it happens policies cuba bone [[secular]]","[[ap]] sto it happens policies cuba bone [[seculac]]",0.16114658117294312,0.70702064037323,1,0,1,16,"Successful"
"just got on [[twitter]] because of this video [[today]] [[imagine]] this i [[make]] a [[report]] on [[women]] yelling you [[names]] and how people are all [[liar]] and [[asshole]] you are [[without]] [[reason]] would you be [[angry]] of yourself you would be it s a [[hell]] with me you can fuck hard to get some [[rapefugee]]","just got on [[twwitter]] because of this video [[tday]] [[imaginH]] this i [[mcke]] a [[reoprt]] on [[womSen]] yelling you [[naIes]] and how people are all [[lyar]] and [[asshMle]] you are [[withou]] [[reasno]] would you be [[ngry]] of yourself you would be it s a [[henll]] with me you can fuck hard to get some [[rapfeugee]]",0.0002543330192565918,0.2866215109825134,1,1,1,115,"Failed"
"us specialized [[education]] administrators can [[even]] [[use]] a [[ton]] [[project]] of [[rethinking]] scot versus [[maga]] into [[rednationrising]]","us specialized [[edcation]] administrators can [[een]] [[se]] a [[toA]] [[projct]] of [[rethining]] scot versus [[maag]] into [[rednationrisink]]",0.00042897462844848633,0.5378755927085876,1,0,1,49,"Successful"
"the [[tesco]] [[advert]] is very [[diverse]] you can bet [[next]] time all the other [[supermarkets]] will be [[copying]] this [[strategy]]","the [[tesCco]] [[avdert]] is very [[dvierse]] you can bet [[nexi]] time all the other [[superParkets]] will be [[coying]] this [[strategqy]]",0.0004032254219055176,0.7319762706756592,0,1,0,42,"Successful"
"[[blue]] [[collar]] [[roots]] adam s imdb mini [[biography]] says h is mom what a slut a sex therapist and his dad what a slut a while he did apparently have [[blue]] [[collar]] jobs if imdb is [[correct]] i think it is misleading to say he came from blue [[collar]] roots","[[bluC]] [[colla]] [[rots]] adam s imdb mini [[boigraphy]] says h is mom what a slut a sex therapist and his dad what a slut a while he did apparently have [[Vlue]] [[Qollar]] jobs if imdb is [[corEect]] i think it is misleading to say he came from blue [[ollar]] roots",0.0004470944404602051,0.6526139974594116,0,1,0,72,"Successful"
"[[systemic]] [[violence]] is [[yet]] [[violence]] [[simply]] it should not be a [[surprise]] if you be [[disastrous]] they [[represent]] [[always]] [[love]] violent","[[sytsemic]] [[viHolence]] is [[yeQt]] [[violenqce]] [[simTply]] it should not be a [[surprse]] if you be [[disastous]] they [[represnt]] [[ajlways]] [[olve]] violent",0.00017851591110229492,0.20428568124771118,1,1,1,56,"Failed"
"perhaps [[four]] or [[five]] percent of all humans are driving the progress of our [[civilization]] the rest are supporting that civilization so that the bright ones can do their work","perhaps [[for]] or [[aive]] percent of all humans are driving the progress of our [[cvilization]] the rest are supporting that civilization so that the bright ones can do their work",0.0027170181274414062,0.9025828838348389,0,1,0,27,"Successful"
