"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[fear]] they might have [[intellectual]] [[property]] [[issues]] about donating [[coordinates]] to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current [[location]] being a good example","[[ear]] they might have [[intellectujal]] [[prdperty]] [[sisues]] about donating [[coordintaes]] to wikipedia there are certainly a number of iphone apps that can show you the nearest features on wikipedia to your current [[loation]] being a good example",0.00024956464767456055,0.7006788849830627,0,1,0,45,"Successful"
"we are a faggot [[like]] the [[hadfield]]","we are a faggot [[lkie]] the [[hadifeld]]",0.0003108978271484375,0.0017015337944030762,1,1,1,15,"Failed"
"you guys did not put up [[much]] of a fight in tigris the fall of the dash is on an accelerating curve islam","you guys did not put up [[muIh]] of a fight in tigris the fall of the dash is on an accelerating curve islam",0.08409053087234497,0.6867201924324036,0,1,0,15,"Successful"
"[[think]] how it [[fuck]] you","[[thintk]] how it [[fuAk]] you",0.0009844303131103516,0.816368579864502,1,0,1,11,"Successful"
"ok then at least i do non like fiddling [[boys]] corresponding you do bitch","ok then at least i do non like fiddling [[bosy]] corresponding you do bitch",0.03372400999069214,0.5176928639411926,1,0,1,13,"Successful"
"okay a [[cross]] quote from the [[bible]] for [[fuck]] is uses are not the [[penis]] connotation usually connected to [[masturbation]] but the [[case]] of [[fuck]] or [[fuck]] your is invoked to incite additional disgust or further anger or outrage for example that if or you that is a bit worse than saying is not [[taking]] a good mate [[come]] [[back]] just put it all up and quit being a [[douche]]","okay a [[czoss]] quote from the [[ible]] for [[fucBk]] is uses are not the [[pInis]] connotation usually connected to [[masturbatPion]] but the [[csae]] of [[uck]] or [[fujck]] your is invoked to incite additional disgust or further anger or outrage for example that if or you that is a bit worse than saying is not [[jtaking]] a good mate [[cmoe]] [[bacW]] just put it all up and quit being a [[douIche]]",0.0009556412696838379,0.8714579939842224,1,0,1,89,"Successful"
"i am decent at [[editing]] no [[worries]]","i am decent at [[deiting]] no [[worFies]]",0.00029009580612182617,0.8027095794677734,0,1,0,12,"Successful"
"i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[bitch]]","i do not know who niggas play me to deface with tears of joy i can show you better than i can tell you the [[bicth]]",0.03894662857055664,0.9417299032211304,0,1,0,15,"Successful"
"[[please]] does not invent an on my [[side]] [[louisphilippecharles]] has not [[attacked]] anyone indeed and i have not [[attacked]] him it is obvious wpor is very [[clear]] users [[cannot]] [[conclude]] anything from sources if the source does not [[clearly]] say that i have made available wiki [[policies]] which say that your texts [[cannot]] be used as [[sources]] when it comes to this matter because they do not [[address]] the [[matter]] both the spanish and the italian wikipedia [[translate]] there is no reason to [[refer]] to him as and not refer to anne of [[austria]] as ana the austria or anne d auricle [[wink]] or smirk","[[pleasa]] does not invent an on my [[sipe]] [[lZuisphilippecharles]] has not [[attacgked]] anyone indeed and i have not [[attackde]] him it is obvious wpor is very [[cKear]] users [[cuannot]] [[concludG]] anything from sources if the source does not [[clEearly]] say that i have made available wiki [[policiej]] which say that your texts [[canont]] be used as [[suorces]] when it comes to this matter because they do not [[addrTss]] the [[matkter]] both the spanish and the italian wikipedia [[tanslate]] there is no reason to [[reer]] to him as and not refer to anne of [[austira]] as ana the austria or anne d auricle [[win]] or smirk",0.0005791187286376953,0.6013596057891846,0,1,0,120,"Successful"
"g [[men]] love [[dicks]] [[cause]] that [[goes]] why they [[sleep]] when","g [[mne]] love [[dUicks]] [[cIause]] that [[moes]] why they [[sleeSp]] when",0.0010021328926086426,0.42956721782684326,1,1,1,30,"Failed"
"[[head]] [[heads]] are a failure","[[heaH]] [[Xeads]] are a failure",0.00304412841796875,0.09063738584518433,1,1,1,16,"Failed"
"moscow the [[sun]] is [[probably]] a [[plague]] does russia the [[terrible]]","moscow the [[usn]] is [[probalby]] a [[plaguRe]] does russia the [[terrTible]]",0.0008009076118469238,0.6701962947845459,1,0,1,23,"Successful"
"he is a jew someone put in the appropriate category [[please]]","he is a jew someone put in the appropriate category [[plesae]]",0.004035472869873047,0.6294976472854614,0,1,0,11,"Successful"
"the background [[section]] [[already]] [[links]] to that article as cited in further [[reading]] when i [[added]] it i [[thought]] it s [[best]] to just [[cite]] it as further [[reading]] [[rather]] than include [[every]] single [[detail]] from it into this [[article]] it is not what one [[would]] [[call]] balanced material","the background [[ection]] [[alreaFdy]] [[lniks]] to that article as cited in further [[Greading]] when i [[adied]] it i [[thRought]] it s [[bset]] to just [[cije]] it as further [[reding]] [[rIther]] than include [[very]] single [[dTtail]] from it into this [[karticle]] it is not what one [[wozuld]] [[clal]] balanced material",0.00013816356658935547,0.5059438347816467,0,1,0,91,"Successful"
"[[islam]] supporting [[muslims]] is just a [[fucking]] joke","[[silam]] supporting [[musims]] is just a [[fuking]] joke",0.011047780513763428,0.9542369246482849,1,0,1,17,"Successful"
"omg did you see that [[almost]] victim throw a prospect to scud the incompetent criminal with a gas pedal whatever need better [[gun]] control [[natural]] [[law]]","omg did you see that [[almsot]] victim throw a prospect to scud the incompetent criminal with a gas pedal whatever need better [[ugn]] control [[nautral]] [[aw]]",0.0017888545989990234,0.8294711709022522,1,0,1,35,"Successful"
"other that the [[fact]] that the initial see zoe ethics [[claims]] were patently not true from the beginning tripod also [[known]] as the red pen of doom","other that the [[Xact]] that the initial see zoe ethics [[clazims]] were patently not true from the beginning tripod also [[nkown]] as the red pen of doom",0.0009034872055053711,0.8955422639846802,0,1,0,28,"Successful"
"are you still talking shaking my head bitch i do not give a fuck what you are [[shut]] the fuck up talking to you just going around circles","are you still talking shaking my head bitch i do not give a fuck what you are [[shtu]] the fuck up talking to you just going around circles",0.017372310161590576,0.513045072555542,0,1,0,18,"Successful"
"it what a slut disturbing to read that the swedish foreign [[minister]] what a slut stabbed today","it what a slut disturbing to read that the swedish foreign [[miniWter]] what a slut stabbed today",0.001301884651184082,0.7454452514648438,0,1,0,14,"Successful"
"references your [[recent]] [[edits]] to [[aston]] [[railway]] station have [[mostly]] been [[referenced]] [[thanks]] for that this is [[good]] practice but could you please [[address]] the [[relevant]] page [[numbers]] see wikipediaciting [[sources]] for more information","references your [[reecent]] [[edist]] to [[asAon]] [[rawilway]] station have [[mostlTy]] been [[reference]] [[tRhanks]] for that this is [[goo]] practice but could you please [[ddress]] the [[rebevant]] page [[nuKbers]] see wikipediaciting [[sorces]] for more information",0.00016927719116210938,0.6495265960693359,0,1,0,68,"Successful"
"i moved your [[question]] to talk mongoloid i hope that someone there can help you with it","i moved your [[quLstion]] to talk mongoloid i hope that someone there can help you with it",0.0009452700614929199,0.8953843116760254,0,1,0,12,"Successful"
"you are [[seriously]] a [[dick]] feel free to [[download]] delete my [[wikipedia]] [[email]] account i i don't care i [[cannot]] believe you it did not even [[give]] me there a [[chance]] to edit my [[new]] [[article]] you removed it [[literally]] 30 minutes [[behind]] after i originally only [[posted]] it [[penis]] [[move]] [[suck]] it","you are [[seriousy]] a [[ick]] feel free to [[donwload]] delete my [[wikpiedia]] [[emaiXl]] account i i don't care i [[cCannot]] believe you it did not even [[giie]] me there a [[chaZce]] to edit my [[Bew]] [[aticle]] you removed it [[ltierally]] 30 minutes [[beind]] after i originally only [[opsted]] it [[Tenis]] [[mov]] [[suc]] it",0.00017058849334716797,0.012986242771148682,1,1,1,141,"Failed"
"wow then m [[like]] t [[scared]] as your [[worst]] but [[ha]]","wow then m [[litke]] t [[csared]] as your [[wort]] but [[lha]]",0.0007767677307128906,0.0508880615234375,1,1,1,26,"Failed"
"dalek i ve [[finally]] [[finished]] [[updating]] and [[polishing]] all the citations in dale and i have made a start on trimming the trivia and [[rewriting]] the [[sections]] which used to be full of [[one]] sentence paragraphs most [[notably]] the music [[section]] [[could]] you take a [[look]] at the article and [[let]] me know how it is looking to you and what if anything still needs work to get it through far thanks talk cont ribs","dalek i ve [[fnially]] [[finiOhed]] [[upating]] and [[polisHing]] all the citations in dale and i have made a start on trimming the trivia and [[rGewriting]] the [[seJtions]] which used to be full of [[noe]] sentence paragraphs most [[ntoably]] the music [[Aection]] [[covld]] you take a [[loo]] at the article and [[elt]] me know how it is looking to you and what if anything still needs work to get it through far thanks talk cont ribs",0.00024634599685668945,0.5031347274780273,0,1,0,94,"Successful"
"[[pa]] sto it [[happens]] policies cuba [[bone]] [[secular]]","[[ap]] sto it [[hapepns]] policies cuba [[btne]] [[Aecular]]",0.01794034242630005,0.6099801063537598,1,0,1,24,"Successful"
"just got on twitter because of this [[video]] [[today]] imagine this i [[make]] a [[report]] on [[women]] [[yelling]] you names and how [[people]] are all [[liar]] and [[asshole]] you are without [[reason]] would you be [[angry]] of yourself you would be it s a [[hell]] with me you can [[fuck]] hard to get some [[rapefugee]]","just got on twitter because of this [[ideo]] [[toWday]] imagine this i [[mkae]] a [[repotr]] on [[wome]] [[yellPing]] you names and how [[peolpe]] are all [[lira]] and [[asshEole]] you are without [[reaosn]] would you be [[angrCy]] of yourself you would be it s a [[sell]] with me you can [[Huck]] hard to get some [[rpaefugee]]",0.00039142370223999023,0.6679153442382812,1,0,1,95,"Successful"
"[[us]] [[specialized]] [[education]] [[administrators]] can [[even]] use a [[ton]] [[project]] of rethinking scot versus maga into [[rednationrising]]","[[su]] [[specializLed]] [[educatoin]] [[adminCistrators]] can [[eve]] use a [[Hton]] [[proejct]] of rethinking scot versus maga into [[redntionrising]]",0.00040847063064575195,0.5053210258483887,1,0,1,58,"Successful"
"the [[tesco]] [[advert]] is very [[diverse]] you can [[bet]] [[next]] [[time]] all the other [[supermarkets]] will be [[copying]] this [[strategy]]","the [[tlesco]] [[advqert]] is very [[piverse]] you can [[ebt]] [[enxt]] [[tKme]] all the other [[Uupermarkets]] will be [[copyinHg]] this [[etrategy]]",0.000539243221282959,0.602231502532959,0,1,0,46,"Successful"
"blue collar roots adam s imdb mini [[biography]] says h is mom what a slut a sex [[therapist]] and his dad what a slut a while he did apparently have blue [[collar]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots","blue collar roots adam s imdb mini [[biogarphy]] says h is mom what a slut a sex [[therapit]] and his dad what a slut a while he did apparently have blue [[coljar]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots",0.0010836124420166016,0.9193825721740723,0,1,0,41,"Successful"
"[[systemic]] [[violence]] is [[yet]] [[violence]] [[simply]] it should not be a [[surprise]] if you be [[disastrous]] they [[represent]] [[always]] [[love]] [[violent]]","[[systmeic]] [[violnece]] is [[yTet]] [[Mviolence]] [[sinmply]] it should not be a [[surpries]] if you be [[disaMtrous]] they [[repersent]] [[alwys]] [[loev]] [[violet]]",0.00017637014389038086,0.4925958514213562,1,1,1,56,"Failed"
"perhaps four or five percent of all humans are driving the progress of our civilization the rest are [[supporting]] that civilization so that the bright [[ones]] can do their work","perhaps four or five percent of all humans are driving the progress of our civilization the rest are [[uspporting]] that civilization so that the bright [[bones]] can do their work",0.0044609904289245605,0.9903366565704346,0,1,0,23,"Successful"
"our [[policy]] if no [[reliable]] [[third]] [[party]] [[sources]] can be [[found]] on a [[topic]] then it should not have a [[separate]] article there is no [[well]] if there are [[never]] [[going]] to be [[third]] [[party]] [[sources]] then the [[article]] does not [[need]] them [[exceptions]]","our [[policKy]] if no [[relkable]] [[thidr]] [[patry]] [[soruces]] can be [[fuond]] on a [[toic]] then it should not have a [[separtae]] article there is no [[Pell]] if there are [[nevaer]] [[gFing]] to be [[thir]] [[parkty]] [[dources]] then the [[articlNe]] does not [[neUd]] them [[excepAions]]",0.0001628398895263672,0.8028045892715454,0,1,0,86,"Successful"
"[[shut]] the [[fuck]] you up you [[big]] [[dick]] [[dumb]] [[jim]] [[bitch]] fuck ass [[jack]] pussy i fucked nineteen year old wife nigga done","[[suht]] the [[fucV]] you up you [[bjig]] [[dic]] [[dmb]] [[ijm]] [[bicth]] fuck ass [[japk]] pussy i fucked nineteen year old wife nigga done",0.0007495284080505371,0.8189223408699036,1,0,1,70,"Successful"
"[[cleaning]] [[woman]] are actually incapable of tangible love other than towards their children","[[cleaninJg]] [[woma]] are actually incapable of tangible love other than towards their children",0.01625269651412964,0.7350683212280273,1,0,1,17,"Successful"
"lmao this is funny i i do not [[know]] if they would pay attention to ya though are the wwf [[board]] all jewish [[laugh]] out loud","lmao this is funny i i do not [[now]] if they would pay attention to ya though are the wwf [[bEoard]] all jewish [[lugh]] out loud",0.0009758472442626953,0.7387682795524597,0,1,0,26,"Successful"
"there are a very lot [[ruder]] fades in this [[bay]] area [[today]] compared [[specifically]] with... where was i [[used]] to live","there are a very lot [[ruEder]] fades in this [[aby]] area [[todHay]] compared [[pecifically]] with... where was i [[sued]] to live",0.00018709897994995117,0.007640182971954346,1,1,1,51,"Failed"
"oh my [[god]] you have just [[reminded]] me when are they on","oh my [[gof]] you have just [[remined]] me when are they on",0.00029414892196655273,0.7832344174385071,0,1,0,12,"Successful"
"what [[minutes]] [[sometimes]] i am not [[hoard]] lists and spending fucking hours [[make]] [[fuck]] all because no one [[loves]] me how many edits have you done countenance [[us]] [[remember]] you be so [[unintelligent]] and [[indeed]] [[pathetic]] you do not even use your own [[name]]","what [[mintues]] [[somtimes]] i am not [[hoarw]] lists and spending fucking hours [[amke]] [[fuUk]] all because no one [[lovse]] me how many edits have you done countenance [[s]] [[remeber]] you be so [[unintelliegnt]] and [[infeed]] [[pathetJc]] you do not even use your own [[navme]]",0.00026661157608032227,0.1380101442337036,1,1,1,115,"Failed"
"is that watercress with the [[dessert]] mr","is that watercress with the [[Tessert]] mr",0.04634064435958862,0.7040328979492188,0,1,0,8,"Successful"
"there s always [[fighting]] in the gaza strip no offense but that is [[like]] saying detroit has a high crime rate it is not news however did not hamas kidnap two soldiers a month ago and [[hezbollah]] simply did a copycat attack in lebanon northern israel i am not one to normally be racist but that [[sounds]] like israel wants a [[justification]] for [[invading]] another sovereign nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france [[early]] on in world [[war]] two being a lebanese canadian this issue is of particular concern","there s always [[fighWting]] in the gaza strip no offense but that is [[liek]] saying detroit has a high crime rate it is not news however did not hamas kidnap two soldiers a month ago and [[hzebollah]] simply did a copycat attack in lebanon northern israel i am not one to normally be racist but that [[osunds]] like israel wants a [[justifciation]] for [[invding]] another sovereign nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france [[eHarly]] on in world [[wra]] two being a lebanese canadian this issue is of particular concern",0.0006542801856994629,0.5497274398803711,0,1,0,91,"Successful"
