"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"g men love [[dicks]] cause that [[goes]] why they sleep when","g men love [[bitches]] cause that [[va]] why they sleep when",0.0005367398262023926,0.782289445400238,1,0,1,47,"Successful"
"head heads are a [[failure]]","head heads are a [[fail]]",0.00879812240600586,0.512937068939209,1,0,1,7,"Successful"
"moscow the sun is [[probably]] a [[plague]] does russia the [[terrible]]","moscow the sun is [[unlikely]] a [[cosmic]] does russia the [[dreaded]]",0.002223193645477295,0.9318070411682129,1,0,1,89,"Successful"
"he is a jew someone put in the [[appropriate]] category please","he is a jew someone put in the [[good]] category please",0.011727511882781982,0.9250286221504211,0,1,0,41,"Successful"
"the [[background]] section already [[links]] to that article as cited in further reading when i [[added]] it i [[thought]] it s best to just [[cite]] it as further reading [[rather]] than [[include]] [[every]] [[single]] [[detail]] from it into this article it is not what one would [[call]] [[balanced]] material","the [[fount]] section already [[dealings]] to that article as cited in further reading when i [[supplemental]] it i [[view]] it s best to just [[citing]] it as further reading [[somewhat]] than [[understand]] [[all]] [[mere]] [[explain]] from it into this article it is not what one would [[telephone]] [[orderly]] material",0.00027495622634887695,0.5171258449554443,0,1,0,321,"Successful"
"islam supporting muslims is just a [[fucking]] joke","islam supporting muslims is just a [[geez]] joke",0.00861746072769165,0.6720254421234131,1,0,1,33,"Successful"
"omg did you see that almost victim [[throw]] a prospect to scud the [[incompetent]] criminal with a gas pedal whatever [[need]] better gun [[control]] [[natural]] [[law]]","omg did you see that almost victim [[throwing]] a prospect to scud the [[inept]] criminal with a gas pedal whatever [[needing]] better gun [[auditing]] [[inborn]] [[lege]]",0.0005422234535217285,0.6210811734199524,1,0,1,178,"Successful"
"other that the [[fact]] that the initial see zoe ethics [[claims]] were patently not true from the beginning tripod also known as the red pen of doom","other that the [[made]] that the initial see zoe ethics [[affirm]] were patently not true from the beginning tripod also known as the red pen of doom",0.0008535385131835938,0.612404465675354,0,1,0,86,"Successful"
"are you still talking shaking my head bitch i do not give a fuck what you are shut the fuck up [[talking]] to you just [[going]] around circles","are you still talking shaking my head bitch i do not give a fuck what you are shut the fuck up [[discussed]] to you just [[go]] around circles",0.001421213150024414,0.6705316305160522,0,1,0,74,"Successful"
"it what a [[slut]] [[disturbing]] to read that the swedish foreign minister what a slut stabbed today","it what a [[skanky]] [[bewildering]] to read that the swedish foreign minister what a slut stabbed today",0.0005053281784057617,0.5846475958824158,0,1,0,84,"Successful"
"references your recent [[edits]] to aston railway station [[have]] mostly been [[referenced]] [[thanks]] for that this is good [[practice]] but could you please [[address]] the relevant page numbers see wikipediaciting sources for more information","references your recent [[auditing]] to aston railway station [[possesses]] mostly been [[reported]] [[acknowledgement]] for that this is good [[practised]] but could you please [[answer]] the relevant page numbers see wikipediaciting sources for more information",0.00022596120834350586,0.5118229389190674,0,1,0,225,"Successful"
"i [[moved]] your question to talk mongoloid i hope that someone there can help you with it","i [[became]] your question to talk mongoloid i hope that someone there can help you with it",0.0007048845291137695,0.9841932058334351,0,1,0,49,"Successful"
"you are [[seriously]] a [[dick]] [[feel]] free to [[download]] [[delete]] my [[wikipedia]] [[email]] [[account]] i i don't [[care]] i cannot believe you it [[did]] not even [[give]] me there a chance to edit my [[new]] article you [[removed]] it [[literally]] 30 minutes behind after i originally only [[posted]] it [[penis]] move [[suck]] it","you are [[pointedly]] a [[bit]] [[meanings]] free to [[discharging]] [[uproot]] my [[wiki]] [[postage]] [[bookkeeper]] i i don't [[attention]] i cannot believe you it [[does]] not even [[giving]] me there a chance to edit my [[recent]] article you [[lifted]] it [[nearly]] 30 minutes behind after i originally only [[assigned]] it [[cock]] move [[bosom]] it",0.00015115737915039062,0.0007988810539245605,1,1,1,497,"Failed"
"[[wow]] then [[m]] like t [[scared]] as your worst but [[ha]]","[[woah]] then [[mln]] like t [[scares]] as your worst but [[eu]]",0.0015518665313720703,0.2490822672843933,1,1,1,101,"Failed"
"dalek i ve finally [[finished]] [[updating]] and [[polishing]] all the citations in dale and i have [[made]] a start on trimming the trivia and rewriting the sections which used to [[be]] full of one sentence paragraphs most [[notably]] the music section could you take a look at the article and [[let]] me know how it is looking to you and what if anything still [[needs]] work to get it through far thanks talk cont ribs","dalek i ve finally [[terminates]] [[moderne]] and [[smoothing]] all the citations in dale and i have [[incurred]] a start on trimming the trivia and rewriting the sections which used to [[represent]] full of one sentence paragraphs most [[mostly]] the music section could you take a look at the article and [[enabled]] me know how it is looking to you and what if anything still [[shall]] work to get it through far thanks talk cont ribs",0.0003122091293334961,0.5323500633239746,0,1,0,260,"Successful"
"[[pa]] sto it happens [[policies]] cuba bone secular","[[pennsylvania]] sto it happens [[guidelines]] cuba bone secular",0.16114658117294312,0.8322044014930725,1,0,1,20,"Successful"
"just got on twitter because of this video [[today]] [[imagine]] this i [[make]] a [[report]] on [[women]] [[yelling]] you [[names]] and how [[people]] are all [[liar]] and [[asshole]] you are without [[reason]] would you [[be]] [[angry]] of yourself you would [[be]] it s a [[hell]] with me you can fuck [[hard]] to [[get]] some rapefugee","just got on twitter because of this video [[domingos]] [[ponder]] this i [[creations]] a [[statement]] on [[giri]] [[holler]] you [[appoints]] and how [[gens]] are all [[lurks]] and [[bitch]] you are without [[bases]] would you [[ai]] [[anger]] of yourself you would [[ai]] it s a [[cathouse]] with me you can fuck [[problematic]] to [[ai]] some rapefugee",0.0002543330192565918,0.5667675733566284,1,0,1,554,"Successful"
"us specialized education administrators can even use a [[ton]] [[project]] of [[rethinking]] scot versus maga into rednationrising","us specialized education administrators can even use a [[votre]] [[propositions]] of [[reorganization]] scot versus maga into rednationrising",0.00042897462844848633,0.5458947420120239,1,0,1,88,"Successful"
"the tesco [[advert]] is very diverse you can bet next time all the other [[supermarkets]] will [[be]] copying this strategy","the tesco [[proclaim]] is very diverse you can bet next time all the other [[sainsbury]] will [[constitute]] copying this strategy",0.0004032254219055176,0.5599929094314575,0,1,0,103,"Successful"
"blue collar roots adam s imdb mini [[biography]] says h is mom what a [[slut]] a sex therapist and his dad what a [[slut]] a while he did apparently have blue [[collar]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots","blue collar roots adam s imdb mini [[sketch]] says h is mom what a [[hussy]] a sex therapist and his dad what a [[slutty]] a while he did apparently have blue [[cou]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots",0.0004470944404602051,0.5551126003265381,0,1,0,97,"Successful"
"[[systemic]] [[violence]] is yet violence [[simply]] it should not [[be]] a [[surprise]] if you [[be]] [[disastrous]] they [[represent]] [[always]] [[love]] [[violent]]","[[structured]] [[brutal]] is yet violence [[exclusively]] it should not [[fi]] a [[suprise]] if you [[viens]] [[fateful]] they [[are]] [[regularly]] [[darlings]] [[violence]]",0.00017851591110229492,0.40375739336013794,1,1,1,301,"Failed"
"perhaps four or [[five]] percent of all humans are driving the progress of our civilization the rest are [[supporting]] that civilization so that the bright ones can do their work","perhaps four or [[three]] percent of all humans are driving the progress of our civilization the rest are [[pomoc]] that civilization so that the bright ones can do their work",0.0027170181274414062,0.713985025882721,0,1,0,63,"Successful"
"our policy if no reliable [[third]] party sources can [[be]] found on a topic then it [[should]] not [[have]] a separate [[article]] there is no well if there are never going to [[be]] third party sources then the article [[does]] not [[need]] them exceptions","our policy if no reliable [[fourth]] party sources can [[remain]] found on a topic then it [[necessity]] not [[received]] a separate [[articles]] there is no well if there are never going to [[worden]] third party sources then the article [[gets]] not [[compulsory]] them exceptions",0.00033354759216308594,0.5397405624389648,0,1,0,217,"Successful"
"[[shut]] the [[fuck]] you up you big dick dumb jim bitch [[fuck]] ass [[jack]] [[pussy]] i fucked nineteen year old wife nigga done","[[closures]] the [[gorram]] you up you big dick dumb jim bitch [[frakking]] ass [[jacques]] [[cat]] i fucked nineteen year old wife nigga done",0.0003845691680908203,0.5324380397796631,1,0,1,202,"Successful"
"[[cleaning]] woman are actually incapable of [[tangible]] love other than towards their children","[[rinsing]] woman are actually incapable of [[discernible]] love other than towards their children",0.006425678730010986,0.7537049651145935,1,0,1,52,"Successful"
"lmao this is funny i i do not know if they would pay attention to ya though are the wwf board all jewish [[laugh]] out loud","lmao this is funny i i do not know if they would pay attention to ya though are the wwf board all jewish [[hilarity]] out loud",0.003875553607940674,0.9524965286254883,0,1,0,56,"Successful"
"there are a [[very]] [[lot]] ruder [[fades]] in this bay [[area]] [[today]] [[compared]] [[specifically]] with... where was i used to [[live]]","there are a [[fully]] [[parcel]] ruder [[dries]] in this bay [[sector]] [[sonntag]] [[compare]] [[namely]] with... where was i used to [[residing]]",0.00020116567611694336,0.0004413723945617676,1,1,1,235,"Failed"
"oh my god you have just [[reminded]] me when are they on","oh my god you have just [[affirm]] me when are they on",0.00033473968505859375,0.9190819263458252,0,1,0,36,"Successful"
"what [[minutes]] sometimes i am not [[hoard]] lists and spending [[fucking]] hours [[make]] fuck all because no one loves me how many edits have you done countenance us [[remember]] you [[be]] [[so]] unintelligent and indeed pathetic you do not even use your own name","what [[mn]] sometimes i am not [[tesoro]] lists and spending [[fricking]] hours [[giving]] fuck all because no one loves me how many edits have you done countenance us [[commemorates]] you [[are]] [[similarly]] unintelligent and indeed pathetic you do not even use your own name",0.000444948673248291,0.6760103702545166,1,0,1,250,"Successful"
"there s always [[fighting]] in the gaza strip no offense but that is like saying detroit has a high crime rate it is not news however did not hamas [[kidnap]] two [[soldiers]] a [[month]] ago and [[hezbollah]] simply did a [[copycat]] attack in lebanon northern israel i am not one to normally be racist but that [[sounds]] like israel wants a [[justification]] for invading another sovereign nation lebanon for either annexation or to attack israel like how germany [[invaded]] benelux to defeat france early on in world war two being a lebanese canadian this issue is of particular concern","there s always [[fiight]] in the gaza strip no offense but that is like saying detroit has a high crime rate it is not news however did not hamas [[snatch]] two [[forces]] a [[mes]] ago and [[lebanon]] simply did a [[copier]] attack in lebanon northern israel i am not one to normally be racist but that [[sonora]] like israel wants a [[argument]] for invading another sovereign nation lebanon for either annexation or to attack israel like how germany [[incursion]] benelux to defeat france early on in world war two being a lebanese canadian this issue is of particular concern",0.0004706382751464844,0.5044506788253784,0,1,0,273,"Successful"
"[[hmmm]] new ios without [[new]] [[hardware]] to try on so [[far]] iphone announcements have been done at wwdc in the past numerous times already unless new ipod touch pops out of nowhere to [[demo]] it and bring siri to ipad will see tomorrow how it plays out","[[lemme]] new ios without [[novel]] [[equipments]] to try on so [[immeasurably]] iphone announcements have been done at wwdc in the past numerous times already unless new ipod touch pops out of nowhere to [[protest]] it and bring siri to ipad will see tomorrow how it plays out",0.0004837512969970703,0.5690427422523499,0,1,0,171,"Successful"
