"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"are you still talking shaking my head bitch i do not [[give]] a fuck what you are shut the fuck up talking to you just going around circles","are you still talking shaking my head bitch i do not [[gvie]] a fuck what you are shut the fuck up talking to you just going around circles",0.018746137619018555,0.7751444578170776,0,1,0,18,"Successful"
"it what a [[slut]] [[disturbing]] to read that the swedish foreign [[minister]] what a slut stabbed today","it what a [[kslut]] [[distuZbing]] to read that the swedish foreign [[mintster]] what a slut stabbed today",0.003625214099884033,0.934666097164154,0,1,0,22,"Successful"
"[[references]] your recent [[edits]] to aston railway [[station]] have [[mostly]] been [[referenced]] [[thanks]] for that this is good practice but could you please address the [[relevant]] [[page]] [[numbers]] [[see]] wikipediaciting sources for more information","[[referAences]] your recent [[edist]] to aston railway [[tsation]] have [[mosSly]] been [[rNeferenced]] [[thanjs]] for that this is good practice but could you please address the [[relezvant]] [[age]] [[numbejs]] [[seYe]] wikipediaciting sources for more information",0.0007077455520629883,0.5593796372413635,0,1,0,62,"Successful"
"i [[moved]] your question to talk mongoloid i hope that someone there can help you with it","i [[moevd]] your question to talk mongoloid i hope that someone there can help you with it",0.0023326873779296875,0.7859238386154175,0,1,0,12,"Successful"
"you are [[seriously]] a [[dick]] [[feel]] [[free]] to download [[delete]] my [[wikipedia]] [[email]] account i i don't care i cannot believe you it did not even give me there a chance to [[edit]] my new article you removed it [[literally]] 30 minutes [[behind]] after i [[originally]] only [[posted]] it [[penis]] [[move]] [[suck]] it","you are [[serioulsy]] a [[dkck]] [[teel]] [[fee]] to download [[dleete]] my [[wikiuedia]] [[meail]] account i i don't care i cannot believe you it did not even give me there a chance to [[edi]] my new article you removed it [[literlly]] 30 minutes [[bheind]] after i [[oriignally]] only [[postqed]] it [[pemis]] [[mvoe]] [[scuk]] it",0.0009325146675109863,0.003123760223388672,1,1,1,139,"Failed"
"wow then m [[like]] t [[scared]] as your [[worst]] but [[ha]]","wow then m [[lkie]] t [[scaZred]] as your [[worZt]] but [[hda]]",0.0022591352462768555,0.027735233306884766,1,1,1,26,"Failed"
"dalek i ve finally finished [[updating]] and [[polishing]] all the [[citations]] in dale and i have [[made]] a [[start]] on trimming the trivia and rewriting the sections which used to be full of one sentence paragraphs most [[notably]] the music [[section]] [[could]] you take a look at the article and [[let]] me [[know]] how it is looking to you and what if anything [[still]] needs [[work]] to get it through far [[thanks]] [[talk]] cont ribs","dalek i ve finally finished [[updatiKg]] and [[qolishing]] all the [[Aitations]] in dale and i have [[mae]] a [[sart]] on trimming the trivia and rewriting the sections which used to be full of one sentence paragraphs most [[nCotably]] the music [[setcion]] [[oculd]] you take a look at the article and [[le]] me [[nkow]] how it is looking to you and what if anything [[till]] needs [[twork]] to get it through far [[thanMks]] [[tlk]] cont ribs",0.0008806586265563965,0.6150986552238464,0,1,0,94,"Successful"
"[[pa]] sto it happens policies cuba [[bone]] secular","[[pF]] sto it happens policies cuba [[bon]] secular",0.05681419372558594,0.695033609867096,1,0,1,16,"Successful"
"just got on twitter because of this video [[today]] imagine this i [[make]] a report on [[women]] [[yelling]] you [[names]] and how [[people]] are all [[liar]] and [[asshole]] you are [[without]] [[reason]] would you be [[angry]] of yourself you would be it s a [[hell]] with me you can [[fuck]] [[hard]] to [[get]] some [[rapefugee]]","just got on twitter because of this video [[tovay]] imagine this i [[mke]] a report on [[womne]] [[yellvng]] you [[nmes]] and how [[peoplj]] are all [[liMar]] and [[assole]] you are [[wihout]] [[Aeason]] would you be [[agry]] of yourself you would be it s a [[heOl]] with me you can [[fukc]] [[hMard]] to [[egt]] some [[arpefugee]]",0.0009917616844177246,0.565607488155365,1,0,1,97,"Successful"
"us [[specialized]] [[education]] administrators can even use a [[ton]] project of rethinking scot versus [[maga]] into rednationrising","us [[specialised]] [[eductaion]] administrators can even use a [[Qon]] project of rethinking scot versus [[mag]] into rednationrising",0.001230776309967041,0.5825706124305725,1,0,1,30,"Successful"
"the tesco [[advert]] is very [[diverse]] you can [[bet]] [[next]] [[time]] all the other [[supermarkets]] will be [[copying]] this [[strategy]]","the tesco [[advet]] is very [[divesre]] you can [[et]] [[nxt]] [[tiBe]] all the other [[spermarkets]] will be [[opying]] this [[sKtrategy]]",0.0011343955993652344,0.8187038898468018,0,1,0,45,"Successful"
"[[blue]] [[collar]] roots adam s imdb mini [[biography]] says h is mom what a slut a sex [[therapist]] and his dad what a slut a while he did apparently have blue [[collar]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots","[[bleu]] [[collra]] roots adam s imdb mini [[biorgaphy]] says h is mom what a slut a sex [[thrapist]] and his dad what a slut a while he did apparently have blue [[Xollar]] jobs if imdb is correct i think it is misleading to say he came from blue collar roots",0.0011345148086547852,0.7172787189483643,0,1,0,52,"Successful"
"[[systemic]] [[violence]] is [[yet]] [[violence]] [[simply]] it should not be a [[surprise]] if you be [[disastrous]] they [[represent]] [[always]] [[love]] [[violent]]","[[systeimc]] [[violenec]] is [[yte]] [[vioelnce]] [[simplqy]] it should not be a [[surprese]] if you be [[diasstrous]] they [[rpresent]] [[alwas]] [[loev]] [[vioelnt]]",0.000947415828704834,0.36523205041885376,1,1,1,56,"Failed"
"perhaps four or [[five]] percent of all humans are [[driving]] the progress of our [[civilization]] the rest are [[supporting]] that civilization so that the bright ones can do their work","perhaps four or [[ive]] percent of all humans are [[dXiving]] the progress of our [[civilKzation]] the rest are [[spuporting]] that civilization so that the bright ones can do their work",0.007607221603393555,0.9443293809890747,0,1,0,31,"Successful"
"now the [[players]] need to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic","now the [[layers]] need to learn swimming near era of commentary would be like that what a slut a fast swim between the wickets rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing shamanic",0.08966064453125,0.9401946663856506,0,1,0,31,"Successful"
"our [[policy]] if no [[reliable]] [[third]] [[party]] sources can be [[found]] on a topic then it should not have a separate article there is no well if there are never [[going]] to be third [[party]] sources then the article does not [[need]] them [[exceptions]]","our [[plicy]] if no [[reEiable]] [[thid]] [[parnty]] sources can be [[foun]] on a topic then it should not have a separate article there is no well if there are never [[goKing]] to be third [[paArty]] sources then the article does not [[neez]] them [[excjptions]]",0.0008988380432128906,0.7449315786361694,0,1,0,58,"Successful"
"shut the [[fuck]] you up you [[big]] [[dick]] [[dumb]] [[jim]] bitch fuck [[ass]] [[jack]] pussy i fucked [[nineteen]] year old [[wife]] nigga done","shut the [[fcuk]] you up you [[bgi]] [[dcik]] [[dumcb]] [[jbim]] bitch fuck [[ss]] [[jacU]] pussy i fucked [[ninetFen]] year old [[wiMfe]] nigga done",0.001371622085571289,0.3162460923194885,1,1,1,91,"Failed"
"cleaning [[woman]] are actually incapable of tangible love other than towards their children","cleaning [[wmoan]] are actually incapable of tangible love other than towards their children",0.008954823017120361,0.6958043575286865,1,0,1,13,"Successful"
"lmao this is funny i i do not know if they would [[pay]] attention to ya though are the wwf board all jewish laugh out loud","lmao this is funny i i do not know if they would [[Lay]] attention to ya though are the wwf board all jewish laugh out loud",0.07170164585113525,0.9902975559234619,0,1,0,18,"Successful"
"there are a very lot [[ruder]] [[fades]] in this [[bay]] area today compared [[specifically]] with... where was i used to [[live]]","there are a very lot [[urder]] [[fVdes]] in this [[aby]] area today compared [[spceifically]] with... where was i used to [[liZe]]",0.000849604606628418,0.0012150406837463379,1,1,1,51,"Failed"
"[[oh]] my god you have just [[reminded]] me when are they on","[[ox]] my god you have just [[remined]] me when are they on",0.001072227954864502,0.9850531220436096,0,1,0,12,"Successful"
"what [[minutes]] [[sometimes]] i am not [[hoard]] [[lists]] and [[spending]] [[fucking]] hours [[make]] [[fuck]] all because no one [[loves]] me how many edits have you done [[countenance]] [[us]] [[remember]] you be so [[unintelligent]] and [[indeed]] [[pathetic]] you do not even use your own [[name]]","what [[mintes]] [[sometmes]] i am not [[hoaVd]] [[lits]] and [[spendign]] [[fucxing]] hours [[amke]] [[fukc]] all because no one [[loXes]] me how many edits have you done [[counZtenance]] [[uSs]] [[remeZmber]] you be so [[unintelligVnt]] and [[kndeed]] [[pathetZc]] you do not even use your own [[nmae]]",0.0010679364204406738,0.12535321712493896,1,1,1,114,"Failed"
"is that watercress with the [[dessert]] mr","is that watercress with the [[dessekrt]] mr",0.240459144115448,0.9905569553375244,0,1,0,8,"Successful"
"there s [[always]] [[fighting]] in the gaza strip no [[offense]] but that is [[like]] saying detroit has a high crime rate it is not news however did not hamas kidnap [[two]] soldiers a month ago and hezbollah simply did a copycat attack in [[lebanon]] northern israel i am not one to normally be racist but that [[sounds]] like israel wants a [[justification]] for [[invading]] another [[sovereign]] nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france early on in world [[war]] two being a lebanese canadian this issue is of particular concern","there s [[balways]] [[figthing]] in the gaza strip no [[offenes]] but that is [[lie]] saying detroit has a high crime rate it is not news however did not hamas kidnap [[twoo]] soldiers a month ago and hezbollah simply did a copycat attack in [[leVbanon]] northern israel i am not one to normally be racist but that [[sougnds]] like israel wants a [[ujstification]] for [[invadinR]] another [[soevreign]] nation lebanon for either annexation or to attack israel like how germany invaded benelux to defeat france early on in world [[waf]] two being a lebanese canadian this issue is of particular concern",0.0014037489891052246,0.6151803135871887,0,1,0,103,"Successful"
